UserId,ItemId
715,3041 2858 2447 2855 3109 505 471 2174 231 2455 565 1365 613 1325 2902 1614 585 2007 2173 8 3079 2977 3156 1130 1891 1361 571 837 2350 1853 1533 1765 847 1496 2627 1720 2142 1298 593 1521 842 1680 1119 1688 335 2811 369 714 822 833 1460 1871 2113 905 213 971 2329 1797 2795 3105 2297 1731 0 2286 874 1146 2725 1510 1602 539 2140 1335 328 3063 1620 2348 2739 787 1342 1893 12 2789 1375 2186 1082 356 1191 1523 1208 2651 2805 1048 651 734 598 2852 3189 1268 676 1290 496 490 465 39 637 443 2661 3057 401 1575 1195 372 3186 2685 334 2521 1349 2921 1001 346 2006 856 2282 3184 588 13 418 2638 170 2786 1272 1915 919 2998 1182 190 1556 439 2879 3241 2812 2700 1346 1766 1054 984 718 3223 836 1317 2741 954 242 2810 776 2763 2182 964 444 1087 2809 300 2232 1755 3040 2527 3237 1795 454 1219 228 264
716,2631 2164 2751 2464 2885 2320 1784 2726 2398 3237 811 2472 2932 2006 2099 1991 2055 115 1868 865 1455 1681 1200 1185 1167 976 1325 2162 637 719 1575 1628 1196 3035 698 2466 234 2232 1365 147 1544 2087 1685 1837 151 1259 1840 2395 2484 2389 2103 1446 2958 1076 2349 2022 1465 1774 923 465 275 1474 1211 3049 2750 3220 2553 1593 609 491 1294 3124 2313 2710 2133 282 1770 1755 1030 1737 429 1172 1226 1783 146 2841 497 295
717,2773 1832 1812 3194 950 2088 1260 697 1548 2831 285 259 2783 1689 307 422 84 1194 485 3159 128 1430 1466 313 3158 176 1302 1411 1281 611 1020 430 863 845 1529 2173 2310 654 568 331 419 162 760 1366 589 173 2973 918 2623 3026 505 2536 2622 2458 3071 1835 3142 1778 2221 88 706 1374 1949 2940 333 2464 1007 2357 1880 2547 2180 2633 3110 2608 465 1811 1800 1386 3229 2022 770 2359 385 3022 2324 3209 1784 1579 1102 2855 18 1956 2549 1506 1198 2190 1889 3178 2144 1053 750 1336 702 1586 329 1185 2047 241 412 1662 2554 65 2841 1417 2403 3032 1348 2039 1127 1314 77 2497 2619 1459 1616 3238 1429 1605 2091 2527 3138 2772 2494 2092 2031 968 550 2149 639 749 2645
718,1197 3187 2551 2940 1840 1804 522 830 3019 2537 828 865 1575 719 1648 2339 1455 3176
719,1226 1194 1245 1197 2610 333 425 2182 2651 2810 1213 964 1636 98 2611 2320 1648 1868 2635 3153 1200 1575 1269 3187 2881 2678 2537 2971 1567 865 2154 276 845 3031 2527 505 706 655 670 2283 1752 454 1421 975 1219 1770 2295 1893 2521 783 2974 1195 1020 929 2472 803
720,1859 2351 2163 2885 1680 1976 1474 2926 651 1702 1846 2369 1020 3142 706 1041 2914 1200 2441 2147 2726 490 590 2742 39 856 35 337 241 1460 2470 24 2111 454 3 2811 2621 2159 169 1268 2471 1386 488 2240 2636 878 2652 1747 1032 71 2654 2819 1210 2696 1973 1575 1213 423 1871 1861 553 2810 2417 2072 3009 3150 2507 1868 865 637 2661 2971 2966 2455 505 1784 2878 147 2933
721,2885 2376 2330 1496 874 2470 1189 1575 2339 1573 706 1424 2514 938 1871 2855 2997 2651 1325 2664 1734 1808 2385 2193 2810 964 2734 1152
722,2470 3092 1185 157 457 3246 712 1558 2380 2985 2020 2836 1804 1531 2651 2833 3118 1198 2299 2805 1034 294 2320 1770 553 545 0 3189 2182 981 2437 266 1237 1268 2070 98 1480 2193 1529 2402 475 1213 2350 2062 270 1941 3089 1922 964 1362 2516 1055 2111 2270 1386 2464 2022 465 1200 1193 767 1497 2810 1507 2421 1048 2128 2217 776 2934 598 163 444 2072 1984 876 651 2225 2763 1164 3150 1085 1909 3178 2514 2180 2024 1749 1899 1875 417 1956 1424 3209 494 299 2567 18 1786 945 1959 663 277 2222 1222 1923 551 3110 2706 1411 2770 3080 1060 3182 1539 1505 382 969 1498 396 2719 217 3010 2695 2781 762 702 1307 496 517 621 1184 1197 273 862 2602 117 1405 2750 1800 1673 2541 795 1443 167 812 296 3231
723,169 490 1828 1185 2666 2182 2809 2805 3189 1268 2810 776 553 1048 2217 3134 734 677 544 755 3150 1029 582 64 2352 2193 1941 98 1362 964 231 719 1966 655 47 1770 2921 2147 2117 1386 2652 2179 1200 1804 609 1224 358 1349 1731 3063 1069 2632 2474 741 2115 910 362 961 1032 949 1241 1195 1317 1871 1655 2811 593 836 3142 956 706 2522 2411 1455 2817 443 764 1663 1280 1402 275 243 2302 497 1102 637 906 3257 2055 2841 1474 1647 1781 779 3158 876 1575 2316 1129 856 954 692 2392 2631 1896 2431 1686 1015 337 2164 1975 1325 319 2866 2305 2889 458
724,333 2103 2862 555 1561 1670 47 1246 987 1909 2385 905 856 3221 2316 1575 1129 1650 231 91 954 692 990 2196 829
725,965 2833 1669 2306 2024 2893 1575 1262 1185 275 1868 2837 384 2845 3031 2291 1958 3040 1761 147 2821 1365 2661
726,2022 1498 3041 1386 2039 505 2031 821 1407 485 3176 300 2661 494 2685 1195 1290 2757 457 1197 2514 277 1835 2034 1182 13 571 2537 637 2971 2837 988 2662 2107 1262 1455 443 976 3031 965 384 847 2117 2331 3223 426 1243 1684 1106 490 275 783 1099 719 1715 1444 1132 1600 538 2821 2504 2833 1261 25 2330 1403 1861 2893 444 1203 2942 1474 1239
727,3178 1880 2127 1860 2885 1575 231 2431 2631 1896 1686 2977 2115 1325 2474 1124 2306 1268 938 243 2344 2193 1317 734 2217 1470 25 1797 3194 825 866 714 1755 1474 2129 3142 2841 1769 288 2182 719
728,2333 2031 2964 1185 465 1864 3020 457 1575 277 384 1115 2066 1197 505 1860 3041 317 299 1857 939 1130 2809 938 2006 133 334 1423 1456 3186 2635 571 231 1195 1290 479 486 2350 1001 1300 1031 2940 471 847 2645 2661 167 2885 13 2855 1614 2893 1521 2821 1298 2976 2781 1128 1414 525 294 1258 3040 1969 2384 1494 1182 448 454 1556 1715 1862 35 2387 283 2595 3184 1720 3105 2828 437 1560 1915 2832 423 1321 1735 2546 328 1602 751 450 2297 962 2330 2544 2750 1784 1386 2320 1443 2726 1200 2022 1770 517 115 770 1567 1357 783 1245 2044 2163 186 1088 1695 398 1973 2217 292 3052 1868 1880 2537 2823 2149 865 1657 2827 1684 2862 968 988 1812 637 2527 1135 945 2117 275 1861 214 428 1664 1129 856
729,2537 580 933 2312 1812 333 1531 1023 1034 259 307 1770 2470 294 2724 1697 266 958 706 505 992 3258 2114 951 2464 697 1193 2144 2039 1386
730,333 300 3152 334 3041 2855 2997 167 2149 993 1290 1456 2384 2757 1796 1422 1501 398
731,1200 2885 43 1197 865 2320 100 1722 2726 501 2688 288 2782 2652 2874 2350 2875 2470 3241 2649 1318 3145 91 1602 512 1990 2937 2933 2666 1289 2428 868 921 720 2413 2799 1612 1748 2057 2211 3039 2866 713 2825 2963 1117 692 1952 2302
732,48 765 333 2510 2521 2878 2568 1884 1531 3142 2677 2339 2346 830 2651 1063 706 1269 2841
733,925 1200 2568 1262 1051 445 1023 1034 259 2651 3189 2805 1575 1770 3118 2833 2724 981 2299 294 1529 1237 266 2437 307 2350 2361 1922 760 163 553 475 964 2111 297 2339 92 231 1189 3142 2445 2455 1672 471 505 384 1325 181 2007 1005 402 545 164 370 714 2990 295 1115 2006 3079 3035 1765 2115 757 1614 3186 401 0 486 2174 1304 2795 2613 2902 2172 2685 960 841 1365 443 1119 1533 1346 2142 1015 99 3244 1871 1556 334 2291 842 2977 837 1730 1195 3152 141 1130 1242 1412 2075 3241 2941 1768 2099 593 1917 2079 1521 275 483 2463 2837 2077 1954 1868 1167 865 2525 719 1409 1866 489 976 1196 3031 1455 3040 2340 1435 1881 2392 2193 161 2991 2117 2845 2971 1150 3176
734,620 1812 1427 1160 972 2940 2020 1984 1804 2179 1956 1386 1465 702 2022 1348 230 761 2754 2435 2579 1060 517 2403 2039 3032 3178 1185 750 1911 1662 1336 77 2497 812 1134 1127 2805 2182 2576 2193 2651 1267 1268 3189 2810 964 2385 1852 597 2380 590 712 2478 2946 988 3052 3198 1196 241 840 1648 1092 955 221 1030 2136 2928 845 545 2173 2119 3210 4 296 1656 2138 2225 1909 1137 2568 706 1269 512 128 1430 259 655 3158 2841 333 1575 981 2299 3118 1034 897 1363 1868 1940 275 1455 1681 719 698 2710 3035 280 1365 588 3148 2541 2320 2726 1755 924 1941 1152 2661 2527 3176 3040 505 471 294 939 1214 2232 437 2178 1195 1715 847 334 2976 490 1567 1784 1200 2463 2398 2441 2470 1770 2120 3248 1907 1023 1241 2908 147 1800 2128 1820 2359 3207 167 1000 2127 2108 2030 1734 865 1443 1341 2602 3021 609 3181 1993
735,2838 1195 1706 3068 1522 2500 368 1949 2537 2464 1386 1193 865 1200 1868 2022 2124 465 1681 457 1405 275 697 2831 2514 15 702 2149 1170 3031 2575 2007 505 117 2031 1325 662 471 3040 2651 2706 3037 2117 1956 2541 1197 2754 3209 3142 2805 706 485 1505 1722 1891 2299 1474 982 609 2115 3220 1569 370 3127 2888 384 2966 1353 3246 1784 1607 402 1614 545 1295 714 837 2902 2661 1241 2474 814 443 2275 2178 987 2997 1871 655 332 1125 1347 2035 3186 960 3156 1573 1619 1479 1958 2555 2483 1116 2351 3199 2398 2193 1005 3175 1567 2921 2841 1560
736,2537 2361 1400 1156 1931 2127 712 1558 1804 2445 1185 2476 830 1262 865 275 1868 2463 2833 1200 2726 1770 1325 637 2331 838 372 2939 241 976 487 1283 1755 2117 845 2174 1170 2332 2455 1784 2107 3176 2661 3030 402 1231 1099 2173 1386 255 2022 1425 702 1348 2320 2541 1197 2885 100 2351 3241 501 1741 2754 1106 1818 1358 803 231 401 1575 505 2115 3142 370 706 1891 719 1861 2651 1268 3189 697 2831 84 307 1194 485 259 1281 128 1529 545 331 3158 3159 1020
737,1195 454 2312 1150 1185 1200 1247 799 1231 1030 2928 1648 2996 1092 1667 1575 2339 2514 770 1734 1860 457 3109 1693 1197 231 2831 117 1034 2646 3037 505 2475 2770 1871 2990 3114 714 384 1489 2800 949 3089 1922 2724 2270 577 2549 830 865 2024 1053 2403 3178 698 333 412 1586 3078 2039 275 2190 489 639 1681 1348 2523 1474 1443 2541 2839 147 1318 3113 1865 100 587 2516 362 869 1327 891 2180 1870 1251 1949 2464 1244 21 1193 2547 2537 273 3101 2030 2526 2837 1059 2380 719 2463 2031 856 954 2431 1896 1686 2392 2959 2115 119 1405 1325 998 710 2306 1336 3194 748 2320 1196 840 2536 3127 502 1307 15 494 3142 2174 1744 2706 904 2854 3258 221 2202 3256 1623 2228 1345 1409
738,2464 865 167 2885 1001 307 1377 971 276 525 964 2299 988 505 553 163 2000 1975 2809 1268 328 2862 1213 2470 2652 115 2976 1920 1861 1383 2810 1941 2217 2527 471 2398 490 1195 300 2627 1715 2845 1556 3162 571 294 454 1521 2893 1765 2795 1494 1209 2596 2544 751 1321 1026 3220 1784 1185 1474 2295 1567 2472 2338 2696 48 1226 1783 869 1977 2551 3008 2933 319 2399 1239 1770 823 1200 2537 2937 2966 779 2441
739,2333 2514 2845 2537 2149 712 2380 36 1984 1558 2312 2464 3178 2024 494 2179 1860 2770 1386 1241 2818 551 1749 417 1424 709 2646 563 1465 3078 3111 1348 607 654 1575 1455 719 2476 1648 865 275 2515 231 505 637 1200 2553 1347 2306 2455 2726 402 2320 1730 2971 854 2791 1203 1614 676 3187 3156 1318 2193 3040 3186 234 3033 280 358 869 2977 229 2006 2504 1321 1917 374 1770 1020 1412 3175 2976 362 1725 2661 1119 490 1056 1349 1795 939 1768 3035 2431 2470 1224 1915 241 1781 239 1272 2350 2461 1680 629 1521 497 2529 1254 1195 1182 1602 1964 1533
740,478 190 1882 1195 1941 108 2305 1871 961 2219 2651 1268 2193 3189 2182 553 1475 163 964 677 405 1055 1549 1861 2368 590 2810 776 2225 2128 1804 2417 651 2499 2217 856 905 2316 1575 829 2196 954 539 1087 231
741,714 1156 3037 1460 2460 1846 1852 2805 150 1861 876 1941 1613 2217 1868 2537 865 1338 1681 505 2629 1113 2320 1030 637 2114 2837 1770 1575 1185 2115 2946 2117 1474 3035 3220 275 1125 1784 2555 2785 147 2055 115 1567 2295
742,2182 1612 2885 1892 1197 1923 2193 2805 1268 2651 1941 964 98 1213 2380 1023 1575 2320 981 307 294 1237 2470 1529 525 748 2385 2111 1507 1861 3106 1984 2217 755 1613 2339 1325 505 231 2174 1189 2455 471 1115 655 3186 1365 3079 2444 2902 2115 1765 2282 2173 2921 99 401 1349 475 1119 170 486 847 593 585 2350 1195 2685 571 1054
743,2514 2152 765 2502 2460 1575 2537 2837 2463 1455 1868 1200 719 3031 783 2845 2971 3040 443 3220 1132 1106 2661 1170 2178 490 2821 2283 2862 3199 1259 501 697 1260 745 422 1430 1366 1020 1411 331 1281 2088 128 197 162 845 2979 1302 1656 589 275 1681 1185 2377 2464 2312 898 1386 2108 3248 1193 859 2024 865 3078 3178 2940 2039
744,2220 671 1101 767 2944 1558 2380 2056 2576 2805 2193 2375 1213 1268 2651 2734 1137 1267 2437 1152 897 638 3189 1531 1852 1309 98 2810 2062 677 553 163 2846 1957 1362 1753 3067 2385 1475 126 1549 1387 434 827 1951 405 1455 1618 1439 483 3019 802 2463 2537 2833 275 865 1575 1799 1167 2335 92 522 2077 3102 678 1409 1200 1868 149 2392 2735 2050 1350 2200 2837 1127 3147 3031 1707 1715 2629 2527 976 1761 2504 1196 164 637 1543 2455 2289 1113 1150 1214 2382 1881 676 3176 783 200 3040 2857 487 2306 411 981 1482 1574 741 2007 2474 364 2791 2441 1262 763 1170 415 895 2845 2340 2481 456 982 2971 3192 1635 2124 2771 691 2688 1722 87 2764 1848 37 332 541 2974 1958 1593 402 960 1774 443 1947
745,929 2537 1278 966 990 2942 2429 2380 2878 2087 362 270 1733 157 2431 2546 2181 1572 961 2830 786 2866 2838 114 1032 2577 2800 2486 1718 2305 1310 1299 224 3081 392 915 2794 2796 1747 1325 1575 505 655 706 714 471 2173 2902 1871 3186 837 443 1520 1349 2521 1195 1614 2700 170 847 295 1781 593 2307 1720 458 2638 571 1771 1521 905 96 1655 1597 3077 439 1680 1533 3184 13 919 1853
746,1013 1829 1812 2139 1113 230 1156 1558 1048 1804 1185 1455 3237 275 719 1681 2133 1196 1722 2726 2320 3241 1106 288 2470 100 2688 3145 1494 241 2350 1239 2825 192 164 1672 1575 3079 505 231 2339 2007 714 2485 2115 471 3186 1871 402 2921 2629 1768 1765 1598 295
747,3175 2855 2557 1857 320 2384 275 2537 1474 1868 655 505 2117 1575 719 1755 1648 637 1262 2791 1185 92 1325
748,1770 473 2832 2514 2840 2937 333 1575 3118 1023 2299 1417 1677 3236 2320 2805 2193 1237 1034 3189 545 760 3089 307 2350 964 2724 2810 2850 2638 525
749,1193 2108 2162 1770 2885 4 1871 712 2380 1048 1386 2022 465 1755 2464 3229 2463 3237 3209 1956 1200 2855 2639 517 1784 1579 2006 824 2650 3049 1060 2320 2750 991 644 783 1137 2651 1531 253 505 1307 2339 1672 3127 2442 231 3037 871 1693 1325 2514 621
750,1386 2913 2537 1973 2885 590 1048 856 2316 692 954 91 2431 2977 2392 3201 2413 2959 1002 119 337 2089 1325 1405 1975 2866 3241 2474 319 1154 1299 1336 1317 2550 836 2930 2297 25 1895 1470 3194 1964 1054 2262 2957 825 394 2129 751
751,2778 2223 2958 2024 2695 147 2179 609 1584 503 2444 856 786 2338 3092 2474 2845 2754 1675 702 1575 231 2392 1596 1686 2115 3210 2089 1432 1224 243 1598 2193 457 998 1268 938 743 1755 1474
752,2351 439 1563 2977 1195 2923 1298 1629 910 2304 1307 2297 2887 1755 1386 2976 1567 2350 770 2986 2726 380 1983 1402 465 2359 2022 1800 1784 3049 2914 497 454 2937 2176 1577 1254 186 2384 2308 1631 2696 532 2544 597 2547 384 986 2810 2464 2885 2701 115 346 964 2869 706 471 1749 1858 1540 1013 2537 2012 2645 2934 190
753,1302 2885 1529 1770 1433 3178 1386 1469 2339 1835 2568 1048 2833 584 3229 2380 3032 1648 2656 2312 573 2661 2810 384 590 3231 1348 1267 2651 1861 1941 2182 1507 1268 1547 2217 1307 2030 457 2108 3078 2039 2547 1673 2022 1956 773 2463 85 749 2549 1023 3189 2499 1474 1619 471 1325 3142 3250 1189 3158 706 422 2086 2977 1517 1430 845 2346 1020 2538 529 2173 122 1462 2411 2262 468 1723 1360 3242 1762 1794 2962 764 1090 2841 2002 312 545 2119 2309 1019 465 770 2855 1200 3209 1102 2320 2750 2726 3073 1520 338 2359 1784 2908 870 100 814 1060 1818 2470 761 644 1133 2350 2198 2986
754,2138 2460 1028 968 2470 1756 1048 2380 1808 704 471 84 741 2031 3176 1012 2855 1614 2527 485 2278 1152 749 2174 2747 1074 2661 490 1456 2206 2885 924 2997 1715 939 593 2645 1430 2845 2178 1765 1195 2757 1212 334 1219
755,1855 2546 2312 1661 2855 733 3035 471 2455 556 1575 2173 2865 2286 239 2082 13 585 486 836 706 2589 1720 910 1014 2541 1031 2030 3104 1447 2151 1178 2891 2157 2299 2750 232 2841 465 470 1290 814 748 1560 2807 852 1634 45 2035 2563 2258 2964 1796 1396 808 2393 1901 272 398 463 1879 853 558 4 916 2471 2240 1818 2616 2351
756,43 490 1219 209 2460 3203 702 1348 2179 2022 1386 255 2351 517 1197 2320 2726 241 2885 1956 100 2171 2934 2470 942 501 2350 288 987 2652 1239 1991 2875 470 852 1498 1818 2182 1200 1443 2464 1193 465 2541 783 1357 491 2035 2750 1567 380 3237 3209 1128 2398 2855 1770 2804 1939 865 1185 1681 2024 3118 1784 1474 2645 275 2232 698 2313 147 3257 3049 3220 2055 1987 2108 2299 3250 697 988 1875 115 2976 2841 607 3241 2714 1560 2995 2702 48 814 803 924 2807 3142 706 863 2977 2651 655 512 1194 1159 654 2088 1307 505 38 1673 2902 277 2115 457 2990 1295 231 1575 2956 1817 935 1410 1229 3187 2555 3145 588 736 1837
757,1200 2973 2799 2186 1619 1313 2896 559 1048 2836 1552 2318 2095 302 1301 2824 2361 712 727 49
758,2470 1331 2744 2464 2940 2823 2833 1417 3236 2437 307 2350 1348 2529 3187 3145 358 2832 3026 471 1456 2661 167 2645 1657 1260 397 2885 847 1346 1298 1290 1195 2384 283 1656 3184 1501 51 1720 1577 228 1856 1026 1932 2138 2548 702 1386 1197 2726 945 521 2351 470 501 1046 803 2957 1498 1714 479 2393 2081 1990 2311 1143 1230 3186 1365 443 2521 2479 2879 13 1216 1015 3018 3077 2685 2307 2865 1680 1853 536 1166 1629 140 2223 865 275 1474 1321 398 1560 1048 2997 465 496 1405 2971 2575 2928 2208 3041 1295 46 938 1156 1857 1031 2899 2807 79 2805 2277 783 765 1864 2222 697 2758 1616 1808 598 2762 1958 1353 1113 1170 2022 1803 2750 780 573 1369 644 993 1135 2841 2328 814 1812 2607 3079 457 1207 2781 2662 349 2504 585 1891 2206 3238 1284 1575 1283
759,2470 2697 2483 3041 1197 126 1941 1268 553 1213 598 405 2217 1951 829 2030 465 862 1352 167 2299 2351 3181 1034 1673 1295 1351 579 1290 515 2208 1156 596 46 3206 296 361 3068 1184 2616 2234 1031 589 2384 3209 1386 1956 1193 2464 2814 1793 968 865 1575 719 275 1200 505 1761 1474 2117 471 490 2971 2726 3186
760,1053 2523 1621 2940 322 1660 2885 2623 3102 2120 773 1907 1245 176 430 84 1466 697 307 485 1260 2310 3159 760 2144 3178 1586 1662 2554 65 742 1336 3032 2180 2403 2039 77 2435 2339 2445
761,2115 2537 1680 3216 3045 280 1939 166 2320 2413 3237 1239 2551 2133 1991 2399 3257 2227 1200 1770 346 1784 2350 1567 115 2470 2595 2932 2652 2147 1088 478 2163 229 100 2472 2398 3049 2203 2976 1147 1128 1964 1254 2958 3175 116 48 2883 3142 830 2339 1575 1672 706 1189 2902 2455 1325 372 1404 99 714 1871 1365 3186 0 837 987 856 1129 1650 2196 954 2431 2811 1002 2164 402 3156 3241 847 170 471 2638 1361 3035 334 615 13 960 1496
762,602 1156 777 465 2351 2034 975 505 1456 2940 1321 2031 2747 84 2514 3193 1614 2855 749 2527 1560 3026 585 2206 3229 993 957 821 1987 2845 2795 1605 2149 2885 2619 1260 2473 2508 167 2661 1430 3006 1218 485 494 2979 2781 1577 2645 2757 1407 924 1656 1290
763,865 319 2521 2031 13 677 1387 2193 2805 2734 98 1613 756 1650 79 2786 625 99 948 3229 1192 92 856 1982 1575 1696 847
764,1770 1195 2351 454 719 2809 1861 776 1268 1941 677 2217 98 2182 3189 1868 1162 471 2709 1853 1164 717 1726 2258 1048 3187 801 1119 1937 403 2499 1330 2120 1193 2464 1575 2022 986 2836 934 2422 335 2651 212 2537 2463 1681 698 584 1386 3118 1635
765,2464 2944 2312 2470 2940 2444 2985 2380 742 1296 1048 166 1193 465 2022 1386 1755 3209 770 3237 2908 18 2058 2203 517 1784 2750 3229 2885 2320 491 2182 783 1939 2932
766,1386 328 489 2626 152 2562 3193 2940 1260 471 2174 505 1605 939 167 1614 454 1218 228 1430 2757 486 2845 1795 1219 1028 847 2685 2281 2809 13 1915 1012 53 1521 1236 2494 1556 2979 1496 2338 2544 625 1720
767,2022 71 439 2742 2139 1200 1868 865 706 2320 2726 471 2971 3147 2455 443 837 3220 1195 655 842 490 2107 2470 371 2932 987
768,2789 2351 2902 2324 2787 1421 1156 2836 2651 2380 2675 2656 712 403 1861 2296 1268 1048 1558 553 1213 1383 444 2869 776 49 1941 1550 2931 146 1799 2335 2452 1092 2537 1575 1185 828 1455 865 1325 505 2837 2833 1868 2854 719 2939 2845 655 2527 92 275 2463 2629 1954 2178 3256 1353 637 2392 541 2114 3151 1170 3176 2791 1200 1231 231 2321 122 3031 1127 472 1196 1813 1614 3040 676 1273 2382 3197 1684 2971 2007 294 2306 1958 838 2678 401 2124 1113 1150 1881 2173 2162 1834 1435 443 845 1115 471 384 3221 842 1730 1623 1002 188 1111 1378 585 1743 1020 1521 332 3030 895
769,1121 1386 1826 621 2885 991 862 3209 2463 1770 2464 465 2022 2470 1567 2359 517 1193 1956 2320 770 2750 609 296 1443 1784 1102 1357 644 2551 2472 1128 2541 957 454 1818 100 346 491 2726 1290 1060 1939 3073 3236 3022 521 2616 380 861 2203 783 803 2182 814 1268 259 2977 654 3142 1972 706 2651 122 1430 682 845 2086 655 422 2411 2173 331 3158 1194 2841
770,1812 1193 1498 1197 2470 1984 2380 1575 231 1405 3210 505 714 1474 629 358 2841 2128 2837 275 719 1455 2833 1200 637 2845 976 3031 2007 678 2178 3040 2671 402 1353 1715 2283 2661 981 2971 234 2966 1752 2006 1684 3187 988 1597 1585 2214 3014 1362 2675 590 496 3231 167 2928 1734
771,402 1156 1200 2885 2862 1026 3190 2782 2537 1386 496 2022 1648 865 2464 1193 1575 1868 2312 2814 1949 702 457 277 1455 2514
772,2138 1754 465 3229 2537 2827 1575 856 231 1896 2977 2959 1015 1405 2887 1325 998 3241 938 1336 458 1797 1152 2262 714 505 2113 883 1006 2546 655 1474 3142 2841 471 2007 2066 770 790 2299 663 2455 3037 3041 1470 1185 3178 750 2190 2464 1193 18 1386 2320 1956 1102 2006 1784 783 609 380 3236 2324 517 100 491 3073 385 3237 2888 1567 2855 3049 2885 1818 1648 799 2303 3038 2928 3258 2380 1237
773,2464 2108 2219 1185 465 553 2217 677 1213 1873 1029 731 1268 2182 815 801 651 734 1475 3150 1549 1386 1828 2921 2428 2179 2696 423 288 1584 2211 789 642 2413 2129 1032 231 1871 372 458
774,465 2022 2825 2861 1702 3109 663 277 457 1792 1505 3190 1922 938 1034 1197 2899 1184 361 1237 1858 1986 479 272 2994 628 958 2959 2101
775,2582 2024 2031 3084 2652 1575 231 1896 2811 2115 2959 3210 1405 938 3241 1518 1317 405 1470 2810 1054 714 1474 655 629 1117 1693 2222 2831 176 2066 457 1673 167 1424 1341 1295 1734 706 1034 3037 2706 1573 299 1505
776,1281 2944 296 2351 468 2885 1928 2616 2380 712 590 1984 553 1861 1268 897 2810 163 1383 2128 1152 876 1659 2565 829 1613 2651 2417 2869 403 1852 2809 2385 2916 142 94 79 1242 2952 2592 3229 2696 1956 92 2541 1575 496
777,2022 2885 788 1048 1558 590 595 1268 876 1681 2474 2425 2464 2940 3037 847 3250 2471 2775 2351 991 957 1857 1942 596 1386 2127 924 232 14 3090 2757 3003
778,775 1839 501 1432 2987 1599 2940 964 2651 2527 471 1020 2173 312 845 2611 2262 1456 2206 2885 167 2645 2828 2757 25 1422 2384 1656 2959 2508 1290 1501 398 1877 1401 2138 2781 2979 2514 2281 494 2030 1112 496 1800 3181 2022 780 2351
779,1195 2460 1697 1193 703 2536 3142 649 979 86 1673 2099 1677 2115 2805 2174 231 1005 1942 1115 2127 167 1325 2521 3068 821 1156 1614 2197 1857 1619 3207 1184 2902 331 2483 2350 1204 1851 1006 110
780,2111 610 1197 2971 2652 3189 1852 405 2502 2899 2403 3229 2108 1013 465 2022 2855 1875 1978 2841 3241 2343 1290 1213 2464 1102 2541 1200 1939 380 2537 2312 1302 697 706
781,515 1193 295 18 1365 3041 2380 712 1048 1558 1984 2537 1185 1868 1575 231 1200 275 2527 1409 2833 505 976 1325 1127 637 3118 1350 3142 2971 1784 3151 1474 676 1353 1262 1196 1755 290 402 1203 1614 1958 2282 2845 374 2466 714 1684 486 358 384 3186 1115 1761 2233 1132 1730 334 415 1593 2472 1871 2172 1195 847 585 619 1521 1056 2977 2607 2178 2538 401 1207 939 1765 2596 1531 1743 1917 2398 48 2638 497 1304 3023 1298 919 803 3059 1001 3145 1496 1680 565 96 2163 2214 1621 1054 346 1896 2332 3162 1720 1321 2652 2397 2369 1077 1853 2879 2838 2714 2557 3046 283 2789 1990 2259 1236 239 751 1988 2716 3014 1182 195 2613 2627 319 1141 1802 2176
782,2885 2914 2762 2460 865 356 1720 1386 2351 2022 2320 1956 517 2726 2182 2470 987 1498 2350 1736 2616 1922 3145 465 1193 1200 2464 3209 1102 1770 1357 1800 1443 770 2359 609 801 380 3236 2398 1423 1268 3073 2883 2441 454 1245 1290 814 2044 2472 2126 1983 2198 280 1695 346 2055 2986 2652 1060 2976 1737 1964 2176 2944 1254 1147 2776 3064 2585 3205 3049 2255 1239 1088 2547 1013 2922 3078 584 2371 968 1693 277 2312 1786 2706 663 2024 1812 1734 2299 2750 702 1197 3231 1857 2997 2602 167 2208 2066 644 1034 1295 1135 1156 3094 515
783,1185 2885 719 2595 2750 1323 1505 1755 2320 2908 1200 1770 2726 3237 2710 2133 115 280 3049 1991 2875 783 2551 454 1239 116 2350 229 2932 2147 346 1964 1520 868 2986 62 2055 3218 2976 3175 2441 48 2044 2696 2883 1254 2176 1591 2874 497 2338 1076 2652 1088 937 2761 91 1147 1998 1402 3064 1575 987 1129 2196 856 954 3221 2170 131 3146 1268 6 2379 1047 1870 1241 2013 267
784,876 2087 3008 2838 1659 2022 2464 1493 1832 1793 2180 2144 427 2514 2940 2608 3078 862 2024 2650 2039 716 2536 3032 1193 1336 2818 697 3248 77 898 750 2013 2222 275 2108 226 3215 85 273 88 2783 496 1405 968 2179 1860 1397 2814 1134 1497 1835 1364 1112 1347 1214 3026 812 3142 1754 1693 1505 1575 18 221 417 3231 1341 2030 3236 1004 1063 2833 2066 2574 1352 1127 2100 471 706 1786 2174 489 2122 365 773 2749 3109 2012 637 255 3181 3031 895 1579 1325 1102 2922 3232 204 770 2120 1357 848 317 2060 1245 2371 301 412 1949 2679 3178 1889 1185 3229 2537 1465
